date,product_id,product_name,category,units_sold,current_stock,reorder_threshold,price,stock_status,days_until_stockout
2024-10-22,ELEC011,Nintendo Switch OLED,Gaming,1,74,19,349.99,In Stock,74
2024-10-22,ELEC012,PlayStation 5,Gaming,0,87,35,499.99,In Stock,999
2024-10-22,ELEC013,Canon EOS R7,Cameras,0,51,15,1499.99,In Stock,999
2024-10-22,ELEC014,DJI Mini 3 Pro,Drones,0,27,23,759.99,In Stock,999
2024-10-22,ELEC015,Ring Video Doorbell,Smart Home,2,27,19,99.99,In Stock,13
2024-10-23,ELEC001,iPhone 15 Pro,Smartphones,2,26,15,999.99,In Stock,13
2024-10-23,ELEC002,Samsung Galaxy S24,Smartphones,1,34,24,899.99,In Stock,34
2024-10-23,ELEC003,MacBook Air M2,Laptops,1,99,32,1199.99,In Stock,99
2024-10-23,ELEC004,Dell XPS 13,Laptops,1,49,15,999.99,In Stock,49
2024-10-23,ELEC005,iPad Air,Tablets,0,70,27,599.99,In Stock,999
2024-10-23,ELEC006,Samsung Galaxy Tab S9,Tablets,2,86,23,649.99,In Stock,43
2024-10-23,ELEC007,AirPods Pro,Audio,4,42,27,249.99,In Stock,10
2024-10-23,ELEC008,Sony WH-1000XM5,Audio,2,50,24,349.99,In Stock,25
2024-10-23,ELEC009,Apple Watch Series 9,Wearables,0,46,27,399.99,In Stock,999
2024-10-23,ELEC010,Samsung Galaxy Watch 6,Wearables,3,90,39,349.99,In Stock,30
2024-10-23,ELEC011,Nintendo Switch OLED,Gaming,4,70,19,349.99,In Stock,17
2024-10-23,ELEC012,PlayStation 5,Gaming,1,86,35,499.99,In Stock,86
2024-10-23,ELEC013,Canon EOS R7,Cameras,0,51,15,1499.99,In Stock,999
2024-10-23,ELEC014,DJI Mini 3 Pro,Drones,1,26,23,759.99,In Stock,26
2024-10-23,ELEC015,Ring Video Doorbell,Smart Home,6,21,19,99.99,In Stock,3
2024-10-24,ELEC001,iPhone 15 Pro,Smartphones,1,25,15,999.99,In Stock,25
2024-10-24,ELEC002,Samsung Galaxy S24,Smartphones,0,34,24,899.99,In Stock,999
2024-10-24,ELEC003,MacBook Air M2,Laptops,1,98,32,1199.99,In Stock,98
2024-10-24,ELEC004,Dell XPS 13,Laptops,1,48,15,999.99,In Stock,48
2024-10-24,ELEC005,iPad Air,Tablets,0,70,27,599.99,In Stock,999
2024-10-24,ELEC006,Samsung Galaxy Tab S9,Tablets,0,86,23,649.99,In Stock,999
2024-10-24,ELEC007,AirPods Pro,Audio,7,35,27,249.99,In Stock,5
2024-10-24,ELEC008,Sony WH-1000XM5,Audio,2,48,24,349.99,In Stock,24
2024-10-24,ELEC009,Apple Watch Series 9,Wearables,2,44,27,399.99,In Stock,22
2024-10-24,ELEC010,Samsung Galaxy Watch 6,Wearables,4,86,39,349.99,In Stock,21
2024-10-24,ELEC011,Nintendo Switch OLED,Gaming,1,69,19,349.99,In Stock,69
2024-10-24,ELEC012,PlayStation 5,Gaming,0,86,35,499.99,In Stock,999
2024-10-24,ELEC013,Canon EOS R7,Cameras,0,51,15,1499.99,In Stock,999
2024-10-24,ELEC014,DJI Mini 3 Pro,Drones,1,25,23,759.99,In Stock,25
2024-10-24,ELEC015,Ring Video Doorbell,Smart Home,3,81,19,99.99,In Stock,27
2024-10-25,ELEC001,iPhone 15 Pro,Smartphones,0,25,15,999.99,In Stock,999
2024-10-25,ELEC002,Samsung Galaxy S24,Smartphones,0,34,24,899.99,In Stock,999
2024-10-25,ELEC003,MacBook Air M2,Laptops,1,97,32,1199.99,In Stock,97
2024-10-25,ELEC004,Dell XPS 13,Laptops,1,47,15,999.99,In Stock,47
2024-10-25,ELEC005,iPad Air,Tablets,6,64,27,599.99,In Stock,10
2024-10-25,ELEC006,Samsung Galaxy Tab S9,Tablets,2,84,23,649.99,In Stock,42
2024-10-25,ELEC007,AirPods Pro,Audio,10,25,27,249.99,Low Stock,2
2024-10-25,ELEC008,Sony WH-1000XM5,Audio,3,45,24,349.99,In Stock,15
2024-10-25,ELEC009,Apple Watch Series 9,Wearables,4,40,27,399.99,In Stock,10
2024-10-25,ELEC010,Samsung Galaxy Watch 6,Wearables,3,83,39,349.99,In Stock,27
2024-10-25,ELEC011,Nintendo Switch OLED,Gaming,3,66,19,349.99,In Stock,22
2024-10-25,ELEC012,PlayStation 5,Gaming,1,85,35,499.99,In Stock,85
2024-10-25,ELEC013,Canon EOS R7,Cameras,0,51,15,1499.99,In Stock,999
2024-10-25,ELEC014,DJI Mini 3 Pro,Drones,1,24,23,759.99,In Stock,24
2024-10-25,ELEC015,Ring Video Doorbell,Smart Home,5,76,19,99.99,In Stock,15
2024-10-26,ELEC001,iPhone 15 Pro,Smartphones,4,21,15,999.99,In Stock,5
2024-10-26,ELEC002,Samsung Galaxy S24,Smartphones,3,31,24,899.99,In Stock,10
2024-10-26,ELEC003,MacBook Air M2,Laptops,2,95,32,1199.99,In Stock,47
2024-10-26,ELEC004,Dell XPS 13,Laptops,1,46,15,999.99,In Stock,46
2024-10-26,ELEC005,iPad Air,Tablets,6,58,27,599.99,In Stock,9
2024-10-26,ELEC006,Samsung Galaxy Tab S9,Tablets,1,83,23,649.99,In Stock,83
2024-10-26,ELEC007,AirPods Pro,Audio,6,19,27,249.99,Low Stock,3
2024-10-26,ELEC008,Sony WH-1000XM5,Audio,2,43,24,349.99,In Stock,21
2024-10-26,ELEC009,Apple Watch Series 9,Wearables,8,32,27,399.99,In Stock,4
2024-10-26,ELEC010,Samsung Galaxy Watch 6,Wearables,5,78,39,349.99,In Stock,15
2024-10-26,ELEC011,Nintendo Switch OLED,Gaming,9,57,19,349.99,In Stock,6
2024-10-26,ELEC012,PlayStation 5,Gaming,1,84,35,499.99,In Stock,84
2024-10-26,ELEC013,Canon EOS R7,Cameras,1,50,15,1499.99,In Stock,50
2024-10-26,ELEC014,DJI Mini 3 Pro,Drones,2,22,23,759.99,Low Stock,11
2024-10-26,ELEC015,Ring Video Doorbell,Smart Home,3,73,19,99.99,In Stock,24
2024-10-27,ELEC001,iPhone 15 Pro,Smartphones,5,16,15,999.99,In Stock,3
2024-10-27,ELEC002,Samsung Galaxy S24,Smartphones,5,26,24,899.99,In Stock,5
2024-10-27,ELEC003,MacBook Air M2,Laptops,1,94,32,1199.99,In Stock,94
2024-10-27,ELEC004,Dell XPS 13,Laptops,0,46,15,999.99,In Stock,999
2024-10-27,ELEC005,iPad Air,Tablets,2,56,27,599.99,In Stock,28
2024-10-27,ELEC006,Samsung Galaxy Tab S9,Tablets,3,80,23,649.99,In Stock,26
2024-10-27,ELEC007,AirPods Pro,Audio,11,8,27,249.99,Low Stock,0
2024-10-27,ELEC008,Sony WH-1000XM5,Audio,2,41,24,349.99,In Stock,20
2024-10-27,ELEC009,Apple Watch Series 9,Wearables,3,29,27,399.99,In Stock,9
2024-10-27,ELEC010,Samsung Galaxy Watch 6,Wearables,4,74,39,349.99,In Stock,18
2024-10-27,ELEC011,Nintendo Switch OLED,Gaming,4,53,19,349.99,In Stock,13
2024-10-27,ELEC012,PlayStation 5,Gaming,2,82,35,499.99,In Stock,41
2024-10-27,ELEC013,Canon EOS R7,Cameras,0,50,15,1499.99,In Stock,999
2024-10-27,ELEC014,DJI Mini 3 Pro,Drones,1,21,23,759.99,Low Stock,21
2024-10-27,ELEC015,Ring Video Doorbell,Smart Home,3,70,19,99.99,In Stock,23
2024-10-28,ELEC001,iPhone 15 Pro,Smartphones,2,14,15,999.99,Low Stock,7
2024-10-28,ELEC002,Samsung Galaxy S24,Smartphones,4,22,24,899.99,Low Stock,5
2024-10-28,ELEC003,MacBook Air M2,Laptops,0,94,32,1199.99,In Stock,999
2024-10-28,ELEC004,Dell XPS 13,Laptops,1,45,15,999.99,In Stock,45
2024-10-28,ELEC005,iPad Air,Tablets,0,56,27,599.99,In Stock,999
2024-10-28,ELEC006,Samsung Galaxy Tab S9,Tablets,3,77,23,649.99,In Stock,25
2024-10-28,ELEC007,AirPods Pro,Audio,2,6,27,249.99,Low Stock,3
2024-10-28,ELEC008,Sony WH-1000XM5,Audio,1,40,24,349.99,In Stock,40
2024-10-28,ELEC009,Apple Watch Series 9,Wearables,2,107,27,399.99,In Stock,53
2024-10-28,ELEC010,Samsung Galaxy Watch 6,Wearables,4,70,39,349.99,In Stock,17
2024-10-28,ELEC011,Nintendo Switch OLED,Gaming,2,51,19,349.99,In Stock,25
2024-10-28,ELEC012,PlayStation 5,Gaming,3,79,35,499.99,In Stock,26
2024-10-28,ELEC013,Canon EOS R7,Cameras,1,49,15,1499.99,In Stock,49
2024-10-28,ELEC014,DJI Mini 3 Pro,Drones,0,21,23,759.99,Low Stock,999
2024-10-28,ELEC015,Ring Video Doorbell,Smart Home,3,67,19,99.99,In Stock,22
2024-10-29,ELEC001,iPhone 15 Pro,Smartphones,3,55,15,999.99,In Stock,18
2024-10-29,ELEC002,Samsung Galaxy S24,Smartphones,4,18,24,899.99,Low Stock,4
2024-10-29,ELEC003,MacBook Air M2,Laptops,1,93,32,1199.99,In Stock,93
2024-10-29,ELEC004,Dell XPS 13,Laptops,1,44,15,999.99,In Stock,44
2024-10-29,ELEC005,iPad Air,Tablets,2,54,27,599.99,In Stock,27
2024-10-29,ELEC006,Samsung Galaxy Tab S9,Tablets,2,75,23,649.99,In Stock,37
2024-10-29,ELEC007,AirPods Pro,Audio,8,79,27,249.99,In Stock,9
2024-10-29,ELEC008,Sony WH-1000XM5,Audio,2,38,24,349.99,In Stock,19
2024-10-29,ELEC009,Apple Watch Series 9,Wearables,6,101,27,399.99,In Stock,16
2024-10-29,ELEC010,Samsung Galaxy Watch 6,Wearables,0,70,39,349.99,In Stock,999
2024-10-29,ELEC011,Nintendo Switch OLED,Gaming,0,51,19,349.99,In Stock,999
2024-10-29,ELEC012,PlayStation 5,Gaming,1,78,35,499.99,In Stock,78
2024-10-29,ELEC013,Canon EOS R7,Cameras,0,49,15,1499.99,In Stock,999
2024-10-29,ELEC014,DJI Mini 3 Pro,Drones,1,97,23,759.99,In Stock,97
2024-10-29,ELEC015,Ring Video Doorbell,Smart Home,1,66,19,99.99,In Stock,66
2024-10-30,ELEC001,iPhone 15 Pro,Smartphones,1,54,15,999.99,In Stock,54
2024-10-30,ELEC002,Samsung Galaxy S24,Smartphones,1,52,24,899.99,In Stock,52
2024-10-30,ELEC003,MacBook Air M2,Laptops,1,92,32,1199.99,In Stock,92
2024-10-30,ELEC004,Dell XPS 13,Laptops,2,42,15,999.99,In Stock,21
2024-10-30,ELEC005,iPad Air,Tablets,6,48,27,599.99,In Stock,8
2024-10-30,ELEC006,Samsung Galaxy Tab S9,Tablets,3,72,23,649.99,In Stock,24
2024-10-30,ELEC007,AirPods Pro,Audio,1,78,27,249.99,In Stock,78
2024-10-30,ELEC008,Sony WH-1000XM5,Audio,3,35,24,349.99,In Stock,11
2024-10-30,ELEC009,Apple Watch Series 9,Wearables,0,101,27,399.99,In Stock,999
2024-10-30,ELEC010,Samsung Galaxy Watch 6,Wearables,0,70,39,349.99,In Stock,999
2024-10-30,ELEC011,Nintendo Switch OLED,Gaming,5,46,19,349.99,In Stock,9
2024-10-30,ELEC012,PlayStation 5,Gaming,0,78,35,499.99,In Stock,999
2024-10-30,ELEC013,Canon EOS R7,Cameras,1,48,15,1499.99,In Stock,48
2024-10-30,ELEC014,DJI Mini 3 Pro,Drones,0,97,23,759.99,In Stock,999
2024-10-30,ELEC015,Ring Video Doorbell,Smart Home,4,62,19,99.99,In Stock,15
2024-10-31,ELEC001,iPhone 15 Pro,Smartphones,1,53,15,999.99,In Stock,53
2024-10-31,ELEC002,Samsung Galaxy S24,Smartphones,1,51,24,899.99,In Stock,51
2024-10-31,ELEC003,MacBook Air M2,Laptops,1,91,32,1199.99,In Stock,91
2024-10-31,ELEC004,Dell XPS 13,Laptops,1,41,15,999.99,In Stock,41
2024-10-31,ELEC005,iPad Air,Tablets,1,47,27,599.99,In Stock,47
2024-10-31,ELEC006,Samsung Galaxy Tab S9,Tablets,3,69,23,649.99,In Stock,23
2024-10-31,ELEC007,AirPods Pro,Audio,11,67,27,249.99,In Stock,6
2024-10-31,ELEC008,Sony WH-1000XM5,Audio,1,34,24,349.99,In Stock,34
2024-10-31,ELEC009,Apple Watch Series 9,Wearables,1,100,27,399.99,In Stock,100
2024-10-31,ELEC010,Samsung Galaxy Watch 6,Wearables,4,66,39,349.99,In Stock,16
2024-10-31,ELEC011,Nintendo Switch OLED,Gaming,0,46,19,349.99,In Stock,999
2024-10-31,ELEC012,PlayStation 5,Gaming,3,75,35,499.99,In Stock,25
2024-10-31,ELEC013,Canon EOS R7,Cameras,0,48,15,1499.99,In Stock,999
2024-10-31,ELEC014,DJI Mini 3 Pro,Drones,1,96,23,759.99,In Stock,96
2024-10-31,ELEC015,Ring Video Doorbell,Smart Home,4,58,19,99.99,In Stock,14
2024-11-01,ELEC001,iPhone 15 Pro,Smartphones,5,48,15,999.99,In Stock,9
2024-11-01,ELEC002,Samsung Galaxy S24,Smartphones,3,48,24,899.99,In Stock,16
2024-11-01,ELEC003,MacBook Air M2,Laptops,2,89,32,1199.99,In Stock,44
2024-11-01,ELEC004,Dell XPS 13,Laptops,2,39,15,999.99,In Stock,19
2024-11-01,ELEC005,iPad Air,Tablets,0,47,27,599.99,In Stock,999
2024-11-01,ELEC006,Samsung Galaxy Tab S9,Tablets,3,66,23,649.99,In Stock,22
2024-11-01,ELEC007,AirPods Pro,Audio,7,60,27,249.99,In Stock,8
2024-11-01,ELEC008,Sony WH-1000XM5,Audio,2,32,24,349.99,In Stock,16
2024-11-01,ELEC009,Apple Watch Series 9,Wearables,7,93,27,399.99,In Stock,13
2024-11-01,ELEC010,Samsung Galaxy Watch 6,Wearables,7,59,39,349.99,In Stock,8
2024-11-01,ELEC011,Nintendo Switch OLED,Gaming,0,46,19,349.99,In Stock,999
2024-11-01,ELEC012,PlayStation 5,Gaming,6,69,35,499.99,In Stock,11
2024-11-01,ELEC013,Canon EOS R7,Cameras,0,48,15,1499.99,In Stock,999
2024-11-01,ELEC014,DJI Mini 3 Pro,Drones,0,96,23,759.99,In Stock,999
2024-11-01,ELEC015,Ring Video Doorbell,Smart Home,7,51,19,99.99,In Stock,7
2024-11-02,ELEC001,iPhone 15 Pro,Smartphones,2,46,15,999.99,In Stock,23
2024-11-02,ELEC002,Samsung Galaxy S24,Smartphones,8,40,24,899.99,In Stock,5
2024-11-02,ELEC003,MacBook Air M2,Laptops,5,84,32,1199.99,In Stock,16
2024-11-02,ELEC004,Dell XPS 13,Laptops,2,37,15,999.99,In Stock,18
2024-11-02,ELEC005,iPad Air,Tablets,9,38,27,599.99,In Stock,4
2024-11-02,ELEC006,Samsung Galaxy Tab S9,Tablets,4,62,23,649.99,In Stock,15
2024-11-02,ELEC007,AirPods Pro,Audio,12,48,27,249.99,In Stock,4
2024-11-02,ELEC008,Sony WH-1000XM5,Audio,1,31,24,349.99,In Stock,31
2024-11-02,ELEC009,Apple Watch Series 9,Wearables,6,87,27,399.99,In Stock,14
2024-11-02,ELEC010,Samsung Galaxy Watch 6,Wearables,5,54,39,349.99,In Stock,10
2024-11-02,ELEC011,Nintendo Switch OLED,Gaming,1,45,19,349.99,In Stock,45
2024-11-02,ELEC012,PlayStation 5,Gaming,12,57,35,499.99,In Stock,4
2024-11-02,ELEC013,Canon EOS R7,Cameras,1,47,15,1499.99,In Stock,47
2024-11-02,ELEC014,DJI Mini 3 Pro,Drones,2,94,23,759.99,In Stock,47
2024-11-02,ELEC015,Ring Video Doorbell,Smart Home,13,38,19,99.99,In Stock,2
2024-11-03,ELEC001,iPhone 15 Pro,Smartphones,5,41,15,999.99,In Stock,8
2024-11-03,ELEC002,Samsung Galaxy S24,Smartphones,3,37,24,899.99,In Stock,12
2024-11-03,ELEC003,MacBook Air M2,Laptops,3,81,32,1199.99,In Stock,27
2024-11-03,ELEC004,Dell XPS 13,Laptops,4,33,15,999.99,In Stock,8
2024-11-03,ELEC005,iPad Air,Tablets,3,35,27,599.99,In Stock,11
2024-11-03,ELEC006,Samsung Galaxy Tab S9,Tablets,8,54,23,649.99,In Stock,6
2024-11-03,ELEC007,AirPods Pro,Audio,0,48,27,249.99,In Stock,999
2024-11-03,ELEC008,Sony WH-1000XM5,Audio,6,25,24,349.99,In Stock,4
2024-11-03,ELEC009,Apple Watch Series 9,Wearables,1,86,27,399.99,In Stock,86
2024-11-03,ELEC010,Samsung Galaxy Watch 6,Wearables,4,50,39,349.99,In Stock,12
2024-11-03,ELEC011,Nintendo Switch OLED,Gaming,10,35,19,349.99,In Stock,3
2024-11-03,ELEC012,PlayStation 5,Gaming,12,45,35,499.99,In Stock,3
2024-11-03,ELEC013,Canon EOS R7,Cameras,1,46,15,1499.99,In Stock,46
2024-11-03,ELEC014,DJI Mini 3 Pro,Drones,7,87,23,759.99,In Stock,12
2024-11-03,ELEC015,Ring Video Doorbell,Smart Home,19,66,19,99.99,In Stock,3
2024-11-04,ELEC001,iPhone 15 Pro,Smartphones,1,40,15,999.99,In Stock,40
2024-11-04,ELEC002,Samsung Galaxy S24,Smartphones,3,34,24,899.99,In Stock,11
2024-11-04,ELEC003,MacBook Air M2,Laptops,2,79,32,1199.99,In Stock,39
2024-11-04,ELEC004,Dell XPS 13,Laptops,2,31,15,999.99,In Stock,15
2024-11-04,ELEC005,iPad Air,Tablets,2,33,27,599.99,In Stock,16
2024-11-04,ELEC006,Samsung Galaxy Tab S9,Tablets,2,52,23,649.99,In Stock,26
2024-11-04,ELEC007,AirPods Pro,Audio,10,38,27,249.99,In Stock,3
2024-11-04,ELEC008,Sony WH-1000XM5,Audio,4,21,24,349.99,Low Stock,5
2024-11-04,ELEC009,Apple Watch Series 9,Wearables,1,85,27,399.99,In Stock,85
2024-11-04,ELEC010,Samsung Galaxy Watch 6,Wearables,4,46,39,349.99,In Stock,11
2024-11-04,ELEC011,Nintendo Switch OLED,Gaming,5,30,19,349.99,In Stock,6
2024-11-04,ELEC012,PlayStation 5,Gaming,10,35,35,499.99,Low Stock,3
2024-11-04,ELEC013,Canon EOS R7,Cameras,1,45,15,1499.99,In Stock,45
2024-11-04,ELEC014,DJI Mini 3 Pro,Drones,2,85,23,759.99,In Stock,42
2024-11-04,ELEC015,Ring Video Doorbell,Smart Home,2,64,19,99.99,In Stock,32
2024-11-05,ELEC001,iPhone 15 Pro,Smartphones,1,39,15,999.99,In Stock,39
2024-11-05,ELEC002,Samsung Galaxy S24,Smartphones,6,28,24,899.99,In Stock,4
2024-11-05,ELEC003,MacBook Air M2,Laptops,1,78,32,1199.99,In Stock,78
2024-11-05,ELEC004,Dell XPS 13,Laptops,2,29,15,999.99,In Stock,14
2024-11-05,ELEC005,iPad Air,Tablets,5,28,27,599.99,In Stock,5
2024-11-05,ELEC006,Samsung Galaxy Tab S9,Tablets,1,51,23,649.99,In Stock,51
2024-11-05,ELEC007,AirPods Pro,Audio,7,31,27,249.99,In Stock,4
2024-11-05,ELEC008,Sony WH-1000XM5,Audio,4,17,24,349.99,Low Stock,4
2024-11-05,ELEC009,Apple Watch Series 9,Wearables,4,81,27,399.99,In Stock,20
2024-11-05,ELEC010,Samsung Galaxy Watch 6,Wearables,3,43,39,349.99,In Stock,14
2024-11-05,ELEC011,Nintendo Switch OLED,Gaming,0,30,19,349.99,In Stock,999
2024-11-05,ELEC012,PlayStation 5,Gaming,7,28,35,499.99,Low Stock,4
2024-11-05,ELEC013,Canon EOS R7,Cameras,1,44,15,1499.99,In Stock,44
2024-11-05,ELEC014,DJI Mini 3 Pro,Drones,0,85,23,759.99,In Stock,999
2024-11-05,ELEC015,Ring Video Doorbell,Smart Home,12,52,19,99.99,In Stock,4
2024-11-06,ELEC001,iPhone 15 Pro,Smartphones,3,36,15,999.99,In Stock,12
2024-11-06,ELEC002,Samsung Galaxy S24,Smartphones,2,26,24,899.99,In Stock,13
2024-11-06,ELEC003,MacBook Air M2,Laptops,2,76,32,1199.99,In Stock,38
2024-11-06,ELEC004,Dell XPS 13,Laptops,2,27,15,999.99,In Stock,13
2024-11-06,ELEC005,iPad Air,Tablets,7,21,27,599.99,Low Stock,3
2024-11-06,ELEC006,Samsung Galaxy Tab S9,Tablets,2,49,23,649.99,In Stock,24
2024-11-06,ELEC007,AirPods Pro,Audio,3,28,27,249.99,In Stock,9
2024-11-06,ELEC008,Sony WH-1000XM5,Audio,1,16,24,349.99,Low Stock,16
2024-11-06,ELEC009,Apple Watch Series 9,Wearables,7,74,27,399.99,In Stock,10
2024-11-06,ELEC010,Samsung Galaxy Watch 6,Wearables,5,38,39,349.99,Low Stock,7
2024-11-06,ELEC011,Nintendo Switch OLED,Gaming,12,18,19,349.99,Low Stock,1
2024-11-06,ELEC012,PlayStation 5,Gaming,2,26,35,499.99,Low Stock,13
2024-11-06,ELEC013,Canon EOS R7,Cameras,1,43,15,1499.99,In Stock,43
2024-11-06,ELEC014,DJI Mini 3 Pro,Drones,3,82,23,759.99,In Stock,27
2024-11-06,ELEC015,Ring Video Doorbell,Smart Home,11,41,19,99.99,In Stock,3
2024-11-07,ELEC001,iPhone 15 Pro,Smartphones,2,34,15,999.99,In Stock,17
2024-11-07,ELEC002,Samsung Galaxy S24,Smartphones,6,20,24,899.99,Low Stock,3
2024-11-07,ELEC003,MacBook Air M2,Laptops,1,75,32,1199.99,In Stock,75
2024-11-07,ELEC004,Dell XPS 13,Laptops,2,25,15,999.99,In Stock,12
2024-11-07,ELEC005,iPad Air,Tablets,4,17,27,599.99,Low Stock,4
2024-11-07,ELEC006,Samsung Galaxy Tab S9,Tablets,3,46,23,649.99,In Stock,15
2024-11-07,ELEC007,AirPods Pro,Audio,8,53,27,249.99,In Stock,6
2024-11-07,ELEC008,Sony WH-1000XM5,Audio,2,14,24,349.99,Low Stock,7
2024-11-07,ELEC009,Apple Watch Series 9,Wearables,7,67,27,399.99,In Stock,9
2024-11-07,ELEC010,Samsung Galaxy Watch 6,Wearables,2,36,39,349.99,Low Stock,18
2024-11-07,ELEC011,Nintendo Switch OLED,Gaming,13,5,19,349.99,Low Stock,0
2024-11-07,ELEC012,PlayStation 5,Gaming,8,18,35,499.99,Low Stock,2
2024-11-07,ELEC013,Canon EOS R7,Cameras,0,43,15,1499.99,In Stock,999
2024-11-07,ELEC014,DJI Mini 3 Pro,Drones,2,80,23,759.99,In Stock,40
2024-11-07,ELEC015,Ring Video Doorbell,Smart Home,8,33,19,99.99,In Stock,4
2024-11-08,ELEC001,iPhone 15 Pro,Smartphones,0,34,15,999.99,In Stock,999
2024-11-08,ELEC002,Samsung Galaxy S24,Smartphones,3,57,24,899.99,In Stock,19
2024-11-08,ELEC003,MacBook Air M2,Laptops,2,73,32,1199.99,In Stock,36
2024-11-08,ELEC004,Dell XPS 13,Laptops,1,24,15,999.99,In Stock,24
2024-11-08,ELEC005,iPad Air,Tablets,7,10,27,599.99,Low Stock,1
2024-11-08,ELEC006,Samsung Galaxy Tab S9,Tablets,2,44,23,649.99,In Stock,22
2024-11-08,ELEC007,AirPods Pro,Audio,14,39,27,249.99,In Stock,2
2024-11-08,ELEC008,Sony WH-1000XM5,Audio,2,12,24,349.99,Low Stock,6
2024-11-08,ELEC009,Apple Watch Series 9,Wearables,3,64,27,399.99,In Stock,21
2024-11-08,ELEC010,Samsung Galaxy Watch 6,Wearables,3,33,39,349.99,Low Stock,11
2024-11-08,ELEC011,Nintendo Switch OLED,Gaming,6,33,19,349.99,In Stock,5
2024-11-08,ELEC012,PlayStation 5,Gaming,6,12,35,499.99,Low Stock,2
2024-11-08,ELEC013,Canon EOS R7,Cameras,0,43,15,1499.99,In Stock,999
2024-11-08,ELEC014,DJI Mini 3 Pro,Drones,1,79,23,759.99,In Stock,79
2024-11-08,ELEC015,Ring Video Doorbell,Smart Home,5,28,19,99.99,In Stock,5
2024-11-09,ELEC001,iPhone 15 Pro,Smartphones,4,30,15,999.99,In Stock,7
2024-11-09,ELEC002,Samsung Galaxy S24,Smartphones,7,50,24,899.99,In Stock,7
2024-11-09,ELEC003,MacBook Air M2,Laptops,3,70,32,1199.99,In Stock,23
2024-11-09,ELEC004,Dell XPS 13,Laptops,2,22,15,999.99,In Stock,11
2024-11-09,ELEC005,iPad Air,Tablets,8,2,27,599.99,Low Stock,0
2024-11-09,ELEC006,Samsung Galaxy Tab S9,Tablets,4,40,23,649.99,In Stock,10
2024-11-09,ELEC007,AirPods Pro,Audio,11,28,27,249.99,In Stock,2
2024-11-09,ELEC008,Sony WH-1000XM5,Audio,3,9,24,349.99,Low Stock,3
2024-11-09,ELEC009,Apple Watch Series 9,Wearables,11,53,27,399.99,In Stock,4
2024-11-09,ELEC010,Samsung Galaxy Watch 6,Wearables,0,33,39,349.99,Low Stock,999
2024-11-09,ELEC011,Nintendo Switch OLED,Gaming,13,20,19,349.99,In Stock,1
2024-11-09,ELEC012,PlayStation 5,Gaming,3,9,35,499.99,Low Stock,3
2024-11-09,ELEC013,Canon EOS R7,Cameras,1,42,15,1499.99,In Stock,42
2024-11-09,ELEC014,DJI Mini 3 Pro,Drones,0,79,23,759.99,In Stock,999
2024-11-09,ELEC015,Ring Video Doorbell,Smart Home,9,19,19,99.99,Low Stock,2
2024-11-10,ELEC001,iPhone 15 Pro,Smartphones,5,25,15,999.99,In Stock,5
2024-11-10,ELEC002,Samsung Galaxy S24,Smartphones,4,46,24,899.99,In Stock,11
2024-11-10,ELEC003,MacBook Air M2,Laptops,2,68,32,1199.99,In Stock,34
2024-11-10,ELEC004,Dell XPS 13,Laptops,2,20,15,999.99,In Stock,10
2024-11-10,ELEC005,iPad Air,Tablets,3,0,27,599.99,Low Stock,0
2024-11-10,ELEC006,Samsung Galaxy Tab S9,Tablets,5,35,23,649.99,In Stock,7
2024-11-10,ELEC007,AirPods Pro,Audio,8,68,27,249.99,In Stock,8
2024-11-10,ELEC008,Sony WH-1000XM5,Audio,2,7,24,349.99,Low Stock,3
2024-11-10,ELEC009,Apple Watch Series 9,Wearables,5,48,27,399.99,In Stock,9
2024-11-10,ELEC010,Samsung Galaxy Watch 6,Wearables,5,28,39,349.99,Low Stock,5
2024-11-10,ELEC011,Nintendo Switch OLED,Gaming,4,16,19,349.99,Low Stock,4
2024-11-10,ELEC012,PlayStation 5,Gaming,2,74,35,499.99,In Stock,37
2024-11-10,ELEC013,Canon EOS R7,Cameras,1,41,15,1499.99,In Stock,41
2024-11-10,ELEC014,DJI Mini 3 Pro,Drones,5,74,23,759.99,In Stock,14
2024-11-10,ELEC015,Ring Video Doorbell,Smart Home,10,9,19,99.99,Low Stock,0
2024-11-11,ELEC001,iPhone 15 Pro,Smartphones,5,20,15,999.99,In Stock,4
2024-11-11,ELEC002,Samsung Galaxy S24,Smartphones,7,39,24,899.99,In Stock,5
2024-11-11,ELEC003,MacBook Air M2,Laptops,2,66,32,1199.99,In Stock,33
2024-11-11,ELEC004,Dell XPS 13,Laptops,2,18,15,999.99,In Stock,9
2024-11-11,ELEC005,iPad Air,Tablets,4,0,27,599.99,Low Stock,0
2024-11-11,ELEC006,Samsung Galaxy Tab S9,Tablets,6,29,23,649.99,In Stock,4
2024-11-11,ELEC007,AirPods Pro,Audio,1,67,27,249.99,In Stock,67
2024-11-11,ELEC008,Sony WH-1000XM5,Audio,2,5,24,349.99,Low Stock,2
2024-11-11,ELEC009,Apple Watch Series 9,Wearables,4,44,27,399.99,In Stock,11
2024-11-11,ELEC010,Samsung Galaxy Watch 6,Wearables,2,26,39,349.99,Low Stock,13
2024-11-11,ELEC011,Nintendo Switch OLED,Gaming,0,16,19,349.99,Low Stock,999
2024-11-11,ELEC012,PlayStation 5,Gaming,4,70,35,499.99,In Stock,17
2024-11-11,ELEC013,Canon EOS R7,Cameras,0,41,15,1499.99,In Stock,999
